61.42	-25.39	6.37	-19.57	-27.61	68.15	43.15	-38.87	60.4	15.36	1.0	0.0	
-26.22	17.91	1.1	46.74	-57.36	-42.96	43.14	31.99	93.56	77.94	1.0	0.0	
-81.57	-29.34	32.87	53.59	1.41	21.82	39.91	0.51	-99.55	83.65	1.0	0.0	
-56.25	39.2	58.45	12.39	49.77	0.2	63.44	-19.57	24.76	-80.12	1.0	0.0	
69.13	-17.3	-68.69	50.03	-92.08	-52.17	23.78	74.73	89.58	-61.26	1.0	0.0	
67.98	-34.19	81.54	-54.75	-53.94	59.49	0.31	95.6	-21.61	-64.25	1.0	0.0	
56.35	43.88	-32.88	96.44	67.43	-2.45	-1.4	20.64	-63.54	-52.7	1.0	0.0	
54.05	68.0	-48.2	4.36	8.54	24.51	48.03	55.63	36.11	59.61	1.0	0.0	
-69.12	98.3	88.17	-8.22	-36.06	65.8	15.29	-44.48	-40.46	-37.88	1.0	0.0	
55.52	13.87	94.27	-47.95	-85.07	60.93	96.65	88.21	-41.67	-63.55	1.0	0.0	
84.38	94.85	63.13	90.18	51.66	-16.09	17.46	74.23	62.96	5.6	1.0	0.0	
33.71	-55.69	61.42	-26.4	42.64	-35.91	62.03	16.32	-82.58	-45.72	1.0	0.0	
-46.84	-12.26	75.41	89.73	-6.35	-57.26	-9.53	54.73	-33.4	58.84	1.0	0.0	
76.62	75.43	-23.4	-53.45	-73.31	92.95	7.58	88.61	-32.93	-18.77	1.0	0.0	
19.91	6.36	15.99	27.42	5.71	-25.41	-8.02	48.01	-56.1	-64.41	1.0	0.0	
27.64	13.05	26.07	-45.24	43.5	25.31	67.05	19.87	-56.26	95.92	1.0	0.0	
24.08	-71.32	49.2	90.54	-84.28	-98.2	75.82	37.69	76.4	24.39	1.0	0.0	
69.67	67.49	22.73	-10.87	-51.6	19.01	11.98	-30.04	59.52	84.99	1.0	0.0	
91.55	29.07	-0.04	67.85	-67.98	36.34	65.61	10.15	8.98	-50.98	1.0	0.0	
-8.7	-58.16	-86.97	-13.83	94.52	-53.62	30.38	58.62	-59.82	-40.89	1.0	0.0	
86.21	32.94	-66.29	77.09	-69.43	-19.97	74.67	85.01	64.88	-33.33	1.0	0.0	
34.4	66.21	-83.72	34.19	-85.35	97.65	46.98	-60.68	-3.36	54.91	1.0	0.0	
21.33	5.3	16.91	-81.48	23.5	64.23	-19.69	22.56	67.67	9.37	1.0	0.0	
-95.64	36.61	86.17	82.24	-42.93	70.36	25.64	-18.63	-98.96	-76.61	1.0	0.0	
-23.77	21.74	48.88	-46.74	84.82	19.3	-30.45	-22.81	-42.1	97.48	1.0	0.0	
61.58	86.03	-85.49	-89.87	-8.41	70.52	-69.57	76.55	-48.73	-84.83	1.0	0.0	
60.89	-23.38	52.21	36.95	80.15	-2.83	28.7	-50.16	18.85	93.0	1.0	0.0	
-44.17	-85.83	36.83	85.03	11.24	67.91	72.36	-49.47	84.48	15.03	1.0	0.0	
41.06	17.37	-20.35	-45.66	57.11	66.33	31.08	3.77	-76.02	-51.61	1.0	0.0	
20.83	-62.28	-17.97	9.59	-65.55	54.08	99.28	18.02	79.68	-2.61	1.0	0.0	
63.36	-26.32	47.13	93.54	16.63	86.29	-95.52	-21.11	6.42	24.82	1.0	0.0	
62.52	-94.11	82.92	-4.36	94.49	36.82	-22.01	96.52	-78.35	95.61	1.0	0.0	
91.65	-70.44	-19.56	67.34	-32.57	-24.97	91.37	-35.11	-38.47	8.76	1.0	0.0	
-19.25	-72.51	98.86	43.2	35.56	-73.25	48.97	66.45	85.31	67.47	1.0	0.0	
6.38	48.34	-4.49	-20.7	-22.72	-51.09	15.57	93.89	-44.63	19.84	1.0	0.0	
53.29	-1.87	70.56	46.84	45.9	70.9	48.54	8.81	-42.12	87.85	1.0	0.0	
11.15	53.27	-10.43	-51.08	-17.62	-42.26	72.32	22.11	-18.95	-96.18	1.0	0.0	
-2.43	55.46	78.25	-44.64	10.03	-89.07	34.92	91.75	-86.57	-1.62	1.0	0.0	
38.78	67.1	-45.96	-23.32	-35.23	-44.47	49.57	82.65	-4.25	-64.49	1.0	0.0	
-17.95	-7.73	-48.73	92.68	96.2	87.1	-22.55	-95.29	-63.56	43.51	1.0	0.0	
-32.72	-12.89	-11.87	-23.77	90.28	-1.23	82.27	84.0	-80.24	93.59	1.0	0.0	
46.57	-47.36	3.35	11.61	25.08	-79.65	40.56	70.38	18.43	-76.84	1.0	0.0	
-53.69	-74.47	79.38	31.6	63.88	0.43	27.76	97.11	-3.87	-40.98	1.0	0.0	
84.18	17.29	-91.18	-38.59	84.67	2.6	-51.1	13.36	-40.31	37.03	1.0	0.0	
-26.2	44.13	18.26	-14.49	3.61	23.83	-19.3	19.03	37.87	-43.38	1.0	0.0	
75.35	-18.1	-36.31	76.7	14.52	21.74	-36.59	37.65	93.4	-59.87	1.0	0.0	
-23.69	48.22	-62.72	-32.88	27.81	25.87	86.14	74.37	-86.1	-49.75	1.0	0.0	
-17.6	50.28	-76.61	64.85	98.36	1.25	81.59	32.16	-80.89	26.62	1.0	0.0	
-95.43	55.01	89.63	-16.32	77.18	-26.39	-81.88	29.35	71.41	-90.73	1.0	0.0	
-29.45	-4.89	85.46	-60.35	55.45	53.66	-6.56	26.07	86.98	-60.84	1.0	0.0	
-84.04	-68.51	58.93	90.22	51.92	74.96	-54.4	83.24	-77.58	-87.27	1.0	0.0	
-28.32	39.0	67.64	80.2	55.13	-2.55	49.7	97.63	-25.88	21.97	1.0	0.0	
-15.55	-41.3	-11.39	42.97	-20.56	56.09	96.01	87.19	28.79	36.29	1.0	0.0	
-8.36	-33.09	43.18	-86.86	70.7	87.08	84.0	-8.8	21.19	6.08	1.0	0.0	
61.31	-71.73	76.62	4.19	22.84	66.57	99.45	48.53	-25.52	-60.27	1.0	0.0	
87.85	-5.31	77.8	-74.85	59.92	78.1	20.75	30.03	57.38	-58.67	1.0	0.0	
51.94	7.63	51.51	-33.55	62.41	-52.6	44.47	95.39	-0.39	15.9	1.0	0.0	
74.34	-53.9	69.4	-33.71	-76.95	67.71	14.15	36.05	69.39	54.22	1.0	0.0	
50.7	-1.78	86.81	90.0	52.97	-39.39	79.59	75.03	68.26	-61.47	1.0	0.0	
84.67	-17.52	78.76	40.27	28.31	-19.26	30.89	-14.44	-95.77	28.87	1.0	0.0	
-89.02	39.95	-62.9	-35.19	-63.97	-63.33	76.21	76.41	63.93	-29.01	1.0	0.0	
-45.44	70.05	69.51	35.02	-9.09	53.05	-90.63	30.33	63.48	-53.67	1.0	0.0	
-91.9	73.05	66.54	43.48	-88.53	64.24	65.73	20.93	51.63	-44.55	1.0	0.0	
90.2	77.53	89.25	-29.31	61.44	-75.66	-7.53	-28.04	3.97	-22.97	1.0	0.0	
16.61	-17.77	-3.11	-24.25	75.3	80.76	-60.84	27.21	-43.1	-31.89	1.0	0.0	
30.81	-0.39	-59.33	1.77	-86.52	-3.72	83.71	4.58	-84.92	-5.42	1.0	0.0	
15.04	-77.54	-19.97	-82.64	16.53	91.58	-93.27	88.37	-85.21	-25.93	1.0	0.0	
97.63	-65.39	-14.64	-31.66	25.83	-23.29	50.28	43.76	32.6	-33.29	1.0	0.0	
31.47	59.96	-80.33	40.83	1.97	64.29	-96.4	44.44	-26.68	-37.62	1.0	0.0	
3.71	20.39	88.76	24.21	-17.57	33.99	-9.39	73.75	69.3	-82.29	1.0	0.0	
-93.71	44.92	35.33	-64.67	3.05	30.64	91.55	29.82	87.52	-32.03	1.0	0.0	
7.03	49.88	60.66	-4.12	94.69	-19.18	39.9	-29.93	73.3	-93.71	1.0	0.0	
52.92	28.58	35.38	-8.0	-22.81	47.72	-84.29	12.21	61.82	60.51	1.0	0.0	
89.3	71.93	-70.81	31.44	23.48	-83.95	40.04	47.89	-97.94	61.82	1.0	0.0	
98.76	-16.67	84.81	-77.72	20.43	-94.04	12.58	50.57	-88.48	79.18	1.0	0.0	
-69.46	7.59	-19.54	-33.08	96.34	13.09	30.18	-60.93	94.29	24.76	1.0	0.0	
-59.8	12.17	-42.16	74.56	0.77	25.86	58.12	58.96	38.11	-35.57	1.0	0.0	
-71.85	-0.94	7.28	-43.18	59.75	31.02	41.91	83.42	78.29	-42.02	1.0	0.0	
26.7	46.58	-56.26	55.08	-22.7	4.7	3.05	31.91	18.52	72.08	1.0	0.0	
-87.63	-22.07	-77.61	2.69	-54.52	87.12	8.01	68.46	-10.27	-46.63	1.0	0.0	
7.08	30.95	-46.03	-39.15	97.04	55.09	53.57	-9.76	-40.11	-59.79	1.0	0.0	
-69.15	-13.54	-3.81	89.55	59.79	52.39	78.46	-96.45	77.74	-61.29	1.0	0.0	
-88.38	55.92	-61.5	-57.01	95.33	87.24	81.3	14.98	18.17	58.21	1.0	0.0	
-63.37	-71.84	20.96	93.33	-67.38	0.49	98.03	24.74	49.1	24.64	1.0	0.0	
-62.05	-35.94	3.2	-55.47	82.46	-26.34	87.78	51.16	-93.49	70.93	1.0	0.0	
-42.23	-17.53	40.9	38.72	40.19	22.28	44.56	-17.5	-61.35	66.84	1.0	0.0	
-27.05	4.75	-26.5	42.24	-6.4	23.94	-47.26	42.14	-73.65	49.57	1.0	0.0	
-17.53	7.18	-64.81	88.51	-52.87	91.69	34.04	-44.72	-37.79	-39.79	1.0	0.0	
-93.31	-38.38	26.05	-14.9	-60.59	-8.01	81.92	62.47	-62.77	-19.97	1.0	0.0	
85.06	-66.25	-61.7	3.48	37.32	24.97	10.64	-5.11	50.59	-7.76	1.0	0.0	
-25.24	90.42	45.52	8.97	11.92	42.95	18.79	69.98	11.54	-28.54	1.0	0.0	
-62.97	37.9	-19.34	76.19	-78.78	65.87	29.17	66.93	78.83	-34.29	1.0	0.0	
-83.16	59.76	18.35	-83.06	19.15	-7.35	-34.16	84.36	-1.83	90.95	1.0	0.0	
-68.97	-48.14	-40.12	36.32	-81.5	73.21	-11.35	93.62	26.21	-50.13	1.0	0.0	
-51.78	-54.5	-66.22	-66.46	-99.38	12.17	41.25	93.5	65.91	-63.82	1.0	0.0	
63.92	39.08	-97.02	-68.48	72.88	95.6	-3.11	-37.61	52.45	0.88	1.0	0.0	
-88.64	-44.52	-67.67	92.79	60.65	82.62	31.12	84.0	33.17	11.33	1.0	0.0	
-84.15	85.0	83.66	97.31	5.27	-8.66	88.38	-23.38	25.9	-10.09	1.0	0.0	
1.24	-76.78	-52.16	-64.52	84.16	98.89	86.57	92.83	-41.95	-81.66	1.0	0.0	
59.1	-4.63	-70.52	-67.02	-7.69	-46.47	60.37	68.3	11.04	-24.87	1.0	0.0	
-72.16	-27.0	-34.66	92.47	-9.95	23.82	91.46	43.54	-19.96	-21.9	1.0	0.0	
29.59	-15.91	48.31	81.22	26.51	55.6	-35.07	23.32	-81.46	80.11	1.0	0.0	
57.41	-13.66	-91.01	-95.75	52.28	57.43	36.84	-1.69	48.3	95.64	1.0	0.0	
92.65	-17.5	-11.5	7.08	-70.23	33.16	59.18	71.94	72.48	-92.06	1.0	0.0	
-86.9	83.18	78.87	-23.29	86.31	66.65	-91.86	-29.78	62.65	76.31	1.0	0.0	
-57.1	36.38	-30.23	-21.02	92.27	80.52	15.49	-52.27	-45.84	72.72	1.0	0.0	
17.93	53.52	66.68	-51.47	-60.67	64.27	4.05	32.82	-93.18	86.29	1.0	0.0	
0.79	28.12	-21.05	74.13	82.97	62.53	76.76	-37.71	-62.85	72.75	1.0	0.0	
59.46	-94.02	-95.32	5.31	56.74	-35.92	31.99	81.6	-53.06	-6.67	1.0	0.0	
89.54	-19.25	95.6	-72.94	-40.19	45.33	-19.1	74.42	68.43	-2.57	1.0	0.0	
-94.46	-58.8	-68.86	-36.78	94.75	-25.95	59.54	-9.78	91.31	27.9	1.0	0.0	
-74.88	-50.58	-39.7	86.55	65.68	44.89	-58.12	9.84	85.08	-26.14	1.0	0.0	
-64.5	-66.61	-6.87	25.02	64.77	79.12	-88.31	26.64	-49.68	81.95	1.0	0.0	
-67.44	57.41	89.41	95.67	-23.21	-33.39	9.86	8.21	84.17	-81.13	1.0	0.0	
-30.24	-64.89	-31.5	-99.0	54.36	-25.13	26.55	47.69	28.44	-42.39	1.0	0.0	
88.73	-51.74	-41.01	-12.47	-75.32	-44.96	87.67	75.23	70.61	92.25	1.0	0.0	
-53.82	-44.67	-14.5	-13.27	11.73	62.71	-22.61	35.29	-55.51	29.41	1.0	0.0	
80.54	11.05	71.81	25.69	61.37	-78.54	43.64	69.15	-33.74	-91.3	1.0	0.0	
38.86	36.75	-2.73	-67.65	51.82	45.43	39.97	5.86	26.58	13.44	1.0	0.0	
0.73	-22.35	50.38	39.65	-99.49	86.53	75.33	64.46	0.95	-19.76	1.0	0.0	
99.21	-64.3	-86.69	6.21	-53.19	17.46	61.3	58.13	31.51	-88.62	1.0	0.0	
-50.84	96.6	-34.77	-34.16	19.41	62.43	34.04	38.2	28.67	46.88	1.0	0.0	
37.83	16.33	78.15	56.1	62.43	-52.19	-30.82	-25.13	-35.91	61.11	1.0	0.0	
-88.13	51.14	-8.49	78.85	-57.77	-84.5	-28.74	94.48	-18.85	-40.74	1.0	0.0	
82.76	-94.3	96.8	8.94	-2.86	-23.95	-42.58	67.77	-64.9	48.34	1.0	0.0	
-12.04	-7.24	77.33	-89.44	-12.26	-26.44	23.95	97.07	36.55	63.42	1.0	0.0	
55.66	-59.31	-19.22	-39.25	-31.7	71.39	88.36	71.99	12.46	-20.44	1.0	0.0	
52.91	10.29	-94.65	-61.1	-76.86	70.58	-11.88	57.77	-83.99	-42.24	1.0	0.0	
11.62	22.93	-55.76	29.16	-46.9	83.48	59.99	40.16	-64.62	-49.33	1.0	0.0	
-89.28	37.49	-76.82	-59.28	82.81	-3.51	78.64	21.42	-11.91	93.16	1.0	0.0	
63.69	-22.11	-33.91	41.81	27.02	-39.99	74.54	-44.48	-63.28	-39.18	1.0	0.0	
68.77	-4.02	-96.16	-8.83	3.04	30.37	42.13	-17.42	-41.76	38.06	1.0	0.0	
-77.38	12.1	82.55	66.78	23.84	55.41	-75.68	3.53	-75.41	-6.92	1.0	0.0	
41.37	8.68	-53.26	-86.55	-12.35	90.81	66.16	-5.15	23.0	-21.55	1.0	0.0	
72.39	44.61	19.66	14.27	-48.72	-89.48	-12.76	97.73	62.41	-78.48	1.0	0.0	
27.04	-58.99	12.18	81.61	-68.03	73.14	-60.79	42.47	-94.53	-86.61	1.0	0.0	
92.54	60.38	-32.02	8.48	62.3	-2.67	-73.21	-30.54	45.4	67.14	1.0	0.0	
83.21	-53.82	85.05	51.48	-16.53	86.33	77.68	4.9	-68.32	-4.1	1.0	0.0	
-48.26	30.31	-52.45	69.15	48.12	-96.51	84.86	32.4	54.97	56.33	1.0	0.0	
-23.37	-16.62	56.49	-13.93	43.92	-38.16	93.06	-16.68	46.48	-56.91	1.0	0.0	
-86.82	17.04	-71.68	80.37	35.96	87.55	97.47	24.9	-75.4	-90.19	1.0	0.0	
-55.38	46.11	42.43	18.7	91.18	71.85	-8.52	-5.05	43.51	30.74	1.0	0.0	
96.76	56.35	-36.57	73.29	47.05	25.03	87.86	-18.77	42.12	-75.14	1.0	0.0	
-9.86	23.87	18.96	-92.41	60.57	68.98	80.03	70.03	68.59	-61.17	1.0	0.0	
52.62	28.02	-14.86	-20.4	24.13	81.55	64.53	-2.45	-84.01	50.91	1.0	0.0	
85.51	74.38	-85.07	47.88	-11.58	0.06	5.99	-13.15	-15.2	-52.2	1.0	0.0	
-60.43	40.25	56.67	61.44	-3.31	39.6	-99.14	56.05	-70.95	-91.92	1.0	0.0	
68.17	-85.7	44.92	6.04	-31.2	11.17	70.85	-10.01	-99.25	-1.61	1.0	0.0	
52.26	14.68	-71.31	20.42	-24.11	84.26	-83.18	54.04	75.7	-22.67	1.0	0.0	
93.53	94.57	19.38	44.92	59.16	32.39	42.68	-15.6	11.24	26.93	1.0	0.0	
-79.73	-2.57	50.97	-41.21	77.03	51.99	-38.21	-30.77	70.63	47.73	1.0	0.0	
63.77	-40.91	78.41	10.89	-17.94	98.85	89.62	-97.01	57.03	-46.05	1.0	0.0	
-73.26	4.6	8.1	69.03	74.55	72.02	87.42	71.79	-96.46	82.51	1.0	0.0	
-48.29	45.97	79.95	90.49	50.58	80.72	-60.79	-62.74	58.53	15.94	1.0	0.0	
76.01	-58.89	-81.31	91.7	11.82	-60.3	48.01	-2.87	4.67	-89.58	1.0	0.0	
-53.24	96.18	40.62	51.97	-2.54	-47.63	86.03	-39.98	92.26	-5.49	1.0	0.0	
69.39	3.93	-80.2	49.78	-2.6	40.03	84.56	-67.37	-99.5	-75.05	1.0	0.0	
-89.03	23.15	49.37	62.22	-12.98	-70.58	61.98	64.81	-8.95	41.65	1.0	0.0	
67.47	12.34	-78.21	98.65	-55.23	62.2	85.49	33.52	28.65	-39.05	1.0	0.0	
32.73	-63.22	62.47	63.55	-19.9	80.33	-41.98	97.38	49.85	85.3	1.0	0.0	
30.94	78.41	13.21	2.93	96.03	35.48	-69.04	-32.34	-57.31	50.75	1.0	0.0	
-22.86	97.93	-51.12	95.71	90.17	-29.03	60.67	48.41	-64.69	96.47	1.0	0.0	
39.54	-93.94	-42.91	-11.48	-7.02	66.51	-35.22	75.46	96.57	66.46	1.0	0.0	
85.7	68.3	27.05	-48.36	-67.25	43.09	38.12	61.33	-32.74	-68.78	1.0	0.0	
26.93	95.43	32.89	-28.41	89.95	-11.13	43.9	5.49	53.4	61.78	1.0	0.0	
61.74	-9.73	-52.27	40.08	96.09	53.34	70.24	43.15	-83.71	27.67	1.0	0.0	
-18.1	79.31	-30.68	86.29	-40.73	-81.88	93.82	71.6	33.85	-78.77	1.0	0.0	
13.52	62.25	-1.72	-84.57	1.62	-30.5	-20.73	37.22	37.37	26.22	1.0	0.0	
-11.93	70.01	-67.26	11.08	94.23	9.75	-45.38	31.03	32.97	-5.63	1.0	0.0	
-72.37	-21.49	-60.78	26.32	21.96	54.01	28.06	-17.43	-98.37	-74.45	1.0	0.0	
-76.6	-98.44	-40.47	8.6	-47.21	53.12	-41.81	72.39	97.85	66.01	1.0	0.0	
-97.28	72.61	-75.32	67.11	-8.58	60.13	-2.7	16.86	37.94	-45.51	1.0	0.0	
14.27	-48.02	49.43	-23.64	53.83	36.01	-67.75	30.18	-17.5	-53.28	1.0	0.0	
-1.24	71.07	58.76	94.09	-27.14	88.66	-18.39	-51.07	64.14	-14.36	1.0	0.0	
75.37	42.36	74.81	61.56	19.42	57.38	61.95	89.63	93.2	-60.47	1.0	0.0	
-58.1	98.61	-69.4	29.24	-61.04	-11.41	-82.4	93.68	41.07	-96.38	1.0	0.0	
-98.98	-44.66	-9.23	45.14	45.03	86.26	81.75	-43.12	61.58	-48.19	1.0	0.0	
-15.94	-86.05	-76.86	82.57	-98.47	5.45	59.72	85.4	47.89	98.39	1.0	0.0	
-99.65	-59.55	96.55	96.05	75.01	-7.76	30.85	-16.3	-73.52	52.67	1.0	0.0	
-57.47	37.95	69.52	-65.55	-83.94	18.24	14.63	51.79	41.42	-66.67	1.0	0.0	
-13.21	-23.4	59.17	-27.82	91.85	-68.8	94.88	24.97	14.46	-65.6	1.0	0.0	
-58.16	-44.32	63.55	56.84	-45.05	21.32	28.62	28.31	48.6	-51.18	1.0	0.0	
-91.39	-1.47	-65.92	36.41	75.91	38.51	71.38	93.73	77.11	-31.42	1.0	0.0	
76.68	-13.52	87.4	-68.46	6.55	84.37	92.92	-81.17	81.37	2.58	1.0	0.0	
-2.7	-66.19	-26.53	52.31	50.43	37.02	23.41	-13.54	-11.73	9.8	1.0	0.0	
88.77	94.66	1.55	55.31	-90.01	20.6	63.39	64.68	-39.57	19.19	1.0	0.0	
-1.64	37.68	64.33	18.45	46.37	-57.4	20.86	44.31	-17.53	48.73	1.0	0.0	
-75.13	-21.05	-59.73	-57.7	-10.77	98.18	-60.34	42.06	58.08	26.31	1.0	0.0	
40.96	-12.67	-77.58	99.37	97.05	-4.44	53.86	-86.12	-99.08	-33.87	1.0	0.0	
61.23	-70.8	-98.31	82.75	34.38	-7.94	64.25	3.66	-65.87	41.0	1.0	0.0	
55.72	-51.29	-57.99	94.47	42.55	-17.95	-10.93	9.41	12.48	-2.25	1.0	0.0	
88.6	39.16	-61.87	72.28	67.74	48.23	-48.22	55.64	77.35	-56.73	1.0	0.0	
95.93	-25.96	-35.25	16.6	-24.99	-9.42	-17.88	40.15	60.65	81.12	1.0	0.0	
-50.45	26.19	90.29	31.72	0.62	54.95	58.79	69.08	-72.65	58.61	1.0	0.0	
57.46	-1.78	-80.12	82.1	17.85	-32.66	-56.06	30.47	-67.69	41.02	1.0	0.0	
78.77	31.01	23.52	-8.2	87.16	-23.02	8.68	1.23	39.34	89.09	1.0	0.0	
-21.25	60.36	-8.2	-70.85	7.2	77.74	0.19	35.68	19.09	-87.31	1.0	0.0	
43.01	-97.42	54.95	-73.7	-51.74	47.03	89.9	85.92	-43.1	8.02	1.0	0.0	
75.69	-64.84	14.31	-7.54	87.71	-85.07	-38.15	67.07	-2.96	0.65	1.0	0.0	
81.71	47.58	-45.11	-17.69	46.18	-86.7	99.09	-39.44	-75.14	-82.57	1.0	0.0	
97.17	30.31	30.22	53.21	-87.53	72.79	-56.25	52.59	-35.0	76.44	1.0	0.0	
0.22	93.51	59.86	-84.84	-79.88	-3.06	87.91	73.76	32.21	22.1	1.0	0.0	
21.23	-85.07	14.28	71.85	54.9	-93.58	30.86	49.83	-52.08	41.11	1.0	0.0	
-40.24	35.16	-20.72	-26.76	6.74	-19.95	56.43	64.13	90.87	7.73	1.0	0.0	
68.99	-2.7	-56.08	86.66	66.31	-19.74	59.21	74.58	72.77	1.75	1.0	0.0	
-17.04	66.24	82.04	80.18	97.34	97.74	-71.8	-18.77	-67.24	-1.84	1.0	0.0	
48.66	-3.92	-55.55	75.35	91.62	-83.36	62.27	4.5	-62.09	11.4	1.0	0.0	
-97.71	-52.6	-23.13	99.12	56.31	-10.73	-12.02	6.06	-94.88	68.25	1.0	0.0	
99.5	-53.97	-72.68	2.36	-67.81	10.51	-39.02	49.21	67.56	82.89	1.0	0.0	
-93.94	-74.53	64.93	14.9	-46.63	-16.46	-48.41	84.67	93.96	52.14	1.0	0.0	
84.65	50.48	68.98	77.72	-1.29	58.72	71.72	15.11	-44.25	62.71	1.0	0.0	
19.81	0.52	-13.1	52.81	-99.24	95.84	94.62	7.54	-9.51	-0.11	1.0	0.0	
72.88	96.57	-19.09	8.27	68.71	-17.73	-77.17	20.24	66.93	60.82	1.0	0.0	
5.01	-13.56	66.48	-90.24	-33.37	-77.34	76.2	77.86	-49.09	-22.14	1.0	0.0	
65.88	82.99	-80.28	0.87	37.52	74.19	-26.37	-9.97	-61.09	-0.02	1.0	0.0	
-27.93	9.85	77.01	77.03	43.63	-33.63	12.45	-15.09	4.48	-12.63	1.0	0.0	
38.95	90.68	-57.86	76.8	52.7	-70.14	-85.58	95.14	75.12	46.49	1.0	0.0	
41.75	-91.76	-23.75	37.46	86.3	33.73	0.41	54.07	88.56	40.72	1.0	0.0	
-34.7	-85.39	-17.87	-9.88	79.72	75.23	99.98	2.68	37.33	-15.45	1.0	0.0	
-17.25	75.9	-37.09	39.43	87.85	93.93	18.02	-69.84	86.87	-92.37	1.0	0.0	
-99.58	51.56	-98.09	86.78	21.4	-22.56	14.92	-19.81	91.93	-68.2	1.0	0.0	
-21.08	-41.8	-52.33	15.03	-11.38	51.06	-72.37	89.22	43.09	96.14	1.0	0.0	
-76.22	27.47	82.06	-52.38	51.36	-39.94	74.07	71.94	-33.89	97.68	1.0	0.0	
9.26	-63.28	-65.06	-17.3	58.58	-38.96	-5.46	-33.68	-3.65	37.51	0.0	1.0	
68.09	-71.79	-35.85	26.52	-24.0	-50.61	-33.69	0.13	-85.87	-75.4	0.0	1.0	
5.71	-3.79	66.02	29.03	4.93	-7.57	2.81	-94.42	96.9	-66.2	0.0	1.0	
-28.72	-88.3	0.2	-33.69	-67.16	-81.5	-7.24	-22.46	-34.52	35.56	0.0	1.0	
-25.52	92.29	54.08	-61.22	-43.96	12.38	37.94	-44.29	10.12	-95.3	0.0	1.0	
-34.66	-34.17	-32.59	-76.38	-56.25	-20.37	-19.0	55.51	-0.72	71.32	0.0	1.0	
-92.25	-72.7	-40.82	-0.85	-19.73	-38.51	53.86	-93.0	-60.43	-7.14	0.0	1.0	
58.85	32.06	95.68	-6.14	27.55	-42.6	-82.03	-35.07	-20.22	-8.69	0.0	1.0	
-51.9	-99.09	-4.99	-88.09	62.49	33.34	16.49	-97.55	17.47	-95.3	0.0	1.0	
-80.47	-97.98	69.91	30.34	24.98	48.93	-91.26	-39.97	91.89	37.3	0.0	1.0	
-24.61	-39.22	-63.05	-80.28	-67.49	-89.03	-76.98	10.44	20.03	-64.04	0.0	1.0	
60.43	-91.18	67.62	63.1	-54.26	-63.68	42.35	-16.27	-60.58	-31.69	0.0	1.0	
